id,title,content,pub_date,source_url,category
a89b98ba00f3bae0062debe2fbf1a3fec1ab161505cf752726398717b3beb2ff,GOP prepared to block vote to replace Feinstein on Senate Judiciary,"Senate Majority Leader Chuck Schumer said on Tuesday that he hopes to replace Democratic Sen. Dianne Feinstein on the Senate Judiciary Committee with Sen. Ben Cardin of Maryland and aims to set up a floor vote on the issue this afternoon, which Republicans are expected to block.",18-04-2023,https://www.cnn.com/2023/04/18/politics/schumer-senate-feinstein-vote-cardin/index.html,Others
f056daff7f0f1018c79a1a3e7be4808d952e88f85413c566accfdb5e15d42c9e,Oklahoma governor calls on officials to resign over recording of racist and threatening remarks,NA,18-04-2023,https://www.cnn.com/2023/04/18/us/mccurtain-county-oklahoma-officials-recording/index.html,Others
384082d94fece98afdfd0c97c6e8df8a489ed3a02a794bc86cb99e687488adc7,McCarthy slams Biden in handling of US debt,House Speaker Kevin McCarthy traveled to Wall Street on Monday to deliver a fresh warning that the House GOP majority will refuse to lift a cap on government borrowing unless Biden agrees to spending cuts that would effectively neutralize his domestic agenda.,18-04-2023,https://www.cnn.com/videos/politics/2023/04/18/kevin-mccarthy-wall-street-speech-debt-ceiling-biden-economy-vpx.cnn,Others
fd16171af8cdbc0db33ab22de4bfb4171165efb9f35bc4a57fb4ccadb972f93f,US warns Russia not to touch American nuclear technology at Ukrainian nuclear plant,"The US has sensitive nuclear technology at a nuclear power plant inside Ukraine and is warning Russia not to touch it, according to a letter the US Department of Energy sent to Russia's state-owned nuclear energy firm Rosatom last month.",19-04-2023,https://www.cnn.com/2023/04/18/politics/us-warns-russia-zaporizhzhia-nuclear-plant/index.html,Others
3c8669275ea1ad63e596bd956d34d4c301f00c3b520da076c23d80724c7c5ab8,Repeated gunshots fired on live TV as ex-lawmaker shot by assassins,"Atiq Ahmed, a former lawmaker in India's parliament, convicted of kidnapping, was shot dead along with his brother while police were escorting them for a medical check-up in a slaying caught on live television on Saturday. CNN's Vedika Sud reports.",18-04-2023,https://www.cnn.com/videos/world/2023/04/18/india-ex-lawmaker-atiq-ahmed-assassination-sud-pkg-contd-ovn-intl-hnk-vpx.cnn,Others
3ddc63728f0ba71803dce64d29e8e2ead1f88c35946d6cb6eeddfbc3385bdfe5,FDA clears the way for additional bivalent boosters for certain vulnerable individuals,"The U.S. Food and Drug Administration amended the terms of its emergency use authorizations for the Pfizer and Moderna bivalent vaccines on Tuesday, allowing people ages 65 and older and certain people with weakened immunity to get additional doses before this fall's vaccination campaigns.",18-04-2023,https://www.cnn.com/2023/04/18/health/fda-bivalent-booster-additional-doses/index.html,Others
b316b6c4424ab3c3195cb84d238b137459d58c03773380db84cb2f1a83cf2dd5,Maine authorities detained a person of interest after 4 people were found dead in a home and 3 others shot while driving,"Maine authorities have detained a person of interest and continue to investigate after two shooting incidents that appear to be connected left at least four people dead and three others injured, state police said.",19-04-2023,https://www.cnn.com/2023/04/18/us/maine-shooting-bowdoin-yarmouth/index.html,Others
2446e8438bf23f6cd671c84a9e55fbc7082b97016b61769b01f7675fa0b6b023,Southwest says flights resumed after delays caused by 'tech issues',• Delta Air Lines reports record bookings for summer travel • Air France and Airbus acquitted in trial over 2009 plane crash,18-04-2023,https://www.cnn.com/travel/article/southwest-airlines-flight-delays/index.html,Others
5a81dde39a31c265196e17c01254c5ff9c8071091772c6c30a9c23579b9b0bd8,Damar Hamlin cleared to resume football activities after January cardiac arrest,"Buffalo Bills safety Damar Hamlin, who has been cleared to resume football activities, said Tuesday his cardiac arrest during an NFL game in January was caused by commotio cordis.",18-04-2023,https://www.cnn.com/2023/04/18/sport/damar-hamlin-cleared-to-train-nfl-spt-intl/index.html,Others
0750aefe26ec3390f0351303b099850c859acbc18e64a94dcf7626bc812e9fd2,Pilot makes history after landing on top of a 56-story hotel,Polish pilot Lukasz Czepiela made history after landing a plane on a helipad at the top of a 56-story hotel in Dubai.,19-03-2023,https://www.cnn.com/videos/travel/2023/03/17/pilot-lands-on-dubai-helipad-cprog-orig-aw-ao.cnn,Others
dd1116c5ed7ae40fe9be05b94e70a06de02c8ddc9a20c313d756cba3a4d15c80,Top US Navy admiral defends non-binary sailor amid some Republican criticism,"The top US Navy admiral ardently defended a non-binary sailor on Tuesday amid some criticism from Republican lawmakers, saying he is ""particularly proud of this sailor.""",18-04-2023,https://www.cnn.com/2023/04/18/politics/gilday-defends-non-binary-sailor/index.html,Others
e21dfcb5fac96fd5f8a216a4484b15eca8a5126a70fabf8b85f6ec02de6b59c7,Fulton County DA says fake Trump electors are incriminating one another and wants lawyer disqualified,"The Fulton County District Attorney's office said some fake electors for Donald Trump have implicated each other in potential criminal activity and is seeking to disqualify their lawyer, according to a new court filing.",19-04-2023,https://www.cnn.com/2023/04/18/politics/fulton-county-trump-fake-electors/index.html,Others
97b7e1fb813628bbd17afcee3b003119b9c0321c4ef23e21622cc32e1f21fa4a,High speed trains are racing across the world. But not in America,High speed trains have proved their worth across the world over the past 50 years.,19-04-2023,https://www.cnn.com/travel/article/high-speed-rail-us/index.html,Others
5b8276911c0a4b63bb61325279ddbddba6359d2a35b0b0669f6b0d3b0d125b7b,Podcast: One country musician is calling for other artists to oppose assault rifles,NA,08-10-2024,https://www.cnn.com/audio/podcasts/the-assignment/episodes/42a2f0e2-066a-4675-82ff-afe2016a0bb5,Others
b2b0c7486daefe48658da33d4285a5e9dbfd120a0eb117e3acf28e9db66dc5de,Here's what you need to know if you haven't filed your return yet — and even if you have,"It's April 18, the official deadline to file your federal and state income tax returns for 2022. (It is also, apparently, National Animal Crackers Day for those who celebrate.)",18-04-2023,https://www.cnn.com/2023/04/18/success/tax-day-2023-file-irs/index.html,Others
89787cb0f735057b26d7636a64478e3ed057fb26d267c179f48839e0f25a102b,"Undocumented immigrants are paying their taxes today, too",It's a surprising fact that's often overlooked in the immigration debate.,18-04-2023,https://www.cnn.com/2023/04/18/us/undocumented-immigrants-taxes-cec/index.html,Others
27fbf1581585a184320fee8da07a50750371d5bddc18991c81e3719b62b19703,Opinion: Why millionaires like us want to pay more in taxes,"Tuesday is Tax Day in America, one of the most stressful days of the year, when many taxpayers will finally end their procrastination, file their federal returns, and hope for a refund from the IRS. But for many of the nation's wealthiest, it's just another Tuesday.",17-04-2023,https://www.cnn.com/2023/04/17/opinions/us-tax-system-wealthy-disney-pearl/index.html,Others
7a15043866adc38e26cf302e146f89a5c81e5b8b6c29d7b31135ed910f1ad6d5,'World's longest' purpose-built cycling tunnel opens in Norway,"There are many ways to explore the seven mountains that surround the picturesque UNESCO World Heritage city of Bergen on Norway's fjord-studded west coast. The newest, however, might well be record-breaking.",18-04-2023,https://www.cnn.com/travel/article/worlds-longest-cycling-tunnel/index.html,Others
46e5e1c74264a8cd3086c8c19dd7f966b815357b9e603258c7d2c5f3ab00602b,Artist rejects photo prize after AI-generated image wins award,A German artist has rejected an award from a prestigious international photography competition after revealing that his submission was generated by Artificial Intelligence (AI).,18-04-2023,https://www.cnn.com/style/article/ai-photo-win-sony-scli-intl/index.html,Others
339ea85c5b7e9c9b1e07de65b33358c26989a1d15b48e04608811f5a70940f0a,These ships disappeared in Lake Superior a century ago. Watch as they're found again,"The Great Lakes Shipwreck Historical Society has found two of three ships that sank in the same Lake Superior storm more than a century ago, locating one in 2021 and the other in 2022.",18-04-2023,https://www.cnn.com/videos/travel/2023/04/18/century-old-shipwrecks-lake-superior-discovery-contd-orig-zt.cnn,Others
f4e2ec28240a18c1b1ee8e311629c823b303f93dd24542e0cb427fb41e31d1a9,Erotic images of seniors show sex and intimacy in new light,"What does intimacy look like for seniors? There's no end to sex scenes and other steamy content featuring the young and unwrinkled, but past a certain age, popular culture largely draws a blank — or treats sex as a punchline.",18-04-2023,https://www.cnn.com/style/article/marilyn-minter-artist-elder-sex/index.html,Others
262747847d1443f0d65d0451200b46baa7c897a4a785f9e0e732bd5d93839fa4,"China's economy is off to a solid start, rising 4.5% in Q1 2023",China's economy is off to a solid start in 2023 following its emergence from three years of strict pandemic restrictions.,18-04-2023,https://www.cnn.com/2023/04/17/economy/china-gdp-q1-2023-intl-hnk/index.html,Others
89571ec7e2d5c5908986cc3e327de1c938560e7aa06e56b2d07d08f99ea58f22,"Even when wives make as much as husbands, they still do more at home",• Four out of the five US metro areas with the lowest unemployment are in Florida. Here's why • Opinion: The overlooked problem with raising the retirement age for Social Security,16-04-2023,https://www.cnn.com/2023/04/16/success/husbands-wives-earning-division-of-labor-pew-survey/index.html,Others
5c6792ceb704316dba12577d4156621b096617f67a7aa8e24a7acc03baa28845,McDonald's is upgrading its burgers,"McDonald's, which has been focusing on upgrading its core items to boost sales, is rolling out a series of changes designed to improve its signature burgers.",17-04-2023,https://www.cnn.com/2023/04/17/business/mcdonalds-burgers/index.html,Others
cf4c6780b95ed755b0162036645025066f49b4b9aaaceea1ce378c7c2bf51078,Google-parent stock drops on fears it could lose search market share to AI-powered rivals,"Shares of Google-parent Alphabet fell more than 3% in early trading Monday after a report sparked concerns that its core search engine could lose market share to AI-powered rivals, including Microsoft's Bing.",17-04-2023,https://www.cnn.com/2023/04/17/tech/google-ai-search-engine-stock-drop/index.html,Others
640d5e3e9a3beb277ef5106af6d22085ce3787eee5d6fbcf95b299d626bdaa2a,Bidets save you money and reduce waste — we tested the best options out there,NA,08-10-2024,https://www.cnn.com/cnn-underscored/reviews/best-bidets?iid=CNNUnderscoredHPcontainer,Others
e4525e306bb1b77f08cfdf18f13aaf062fd043a7656f4736dce8b17a5e7df7d1,50+ products to make your life easier and our planet cleaner,NA,08-10-2024,https://www.cnn.com/cnn-underscored/home/editors-favorite-sustainable-products?iid=CNNUnderscoredHPcontainer,Others
9e0962f303cdedf2699e57b152a9e1defeb82f9223da4c2d990b93b0fc6bb352,Mother's Day is around the corner. Here are 50+ thoughtful gifts she'll love,NA,08-10-2024,https://www.cnn.com/cnn-underscored/gifts/best-mothers-day-gifts-2023?iid=CNNUnderscoredHPcontainer,Others
fcf410807f82ece981411058d54536e351afa9521efedebba6eafe86aa939e4c,"A head-to-toe guide of how men should dress this spring, and where they should shop",NA,08-10-2024,https://www.cnn.com/cnn-underscored/fashion/mens-spring-fashion-style-guide?iid=CNNUnderscoredHPcontainer,Others
04f559013e8efabdd7e9f159196ac344d7ae989d1cf72716e40b02b6091aa03a,42 of the most useful travel products you can buy on Amazon,NA,08-10-2024,https://www.cnn.com/cnn-underscored/travel/amazon-travel-products?iid=CNNUnderscoredHPcontainer,Others
a6e8dffaae021da50d9ff7fa5565face7af5038be93f18b670b010d5407ce38b,The 7 best high-yield savings accounts of April 2023,NA,08-10-2024,https://www.cnn.com/cnn-underscored/money/high-yield-savings-accounts?iid=CNNUnderscoredHPcontainer,Others
b08c7c0dd87d793fcff872495c515e65f378e270fea17e84145bf9921553082d,Taxes are due tomorrow. Here's how to file for an extension,NA,08-10-2024,https://www.cnn.com/cnn-underscored/money/how-to-file-taxes?iid=CNNUnderscoredHPcontainer,Others
a407e30dcae3b6b87659c617074898b7f85af5817b7a098d3a54544875ab5aa8,Composting is an easy way to reduce food waste. Here's how to do it,NA,08-10-2024,https://www.cnn.com/cnn-underscored/home/how-to-compost-at-home?iid=CNNUnderscoredHPcontainer,Others
9747dcfec86ee0820579a6e67d30f9357573aac5b144ec75ca108236c35b705e,We stopped using aluminum foil for cooking and you should too. Here's what to use instead,NA,08-10-2024,https://www.cnn.com/cnn-underscored/reviews/mmmat-silicone-mats?iid=CNNUnderscoredHPcontainer,Others
36338d27fbac058ab276da1030f25c28d8ff7f9998eab91c45819b255edafc46,The beloved Dyson Supersonic hair dryer is at its lowest price ever,NA,08-10-2024,https://www.cnn.com/cnn-underscored/deals/dyson-supersonic-sale-2023-04-17?iid=CNNUnderscoredHPcontainer?iid=CNNUnderscoredHPcontainer,Others
0885038cb9ad10e35e8e08e8b49771026276d4a595b09fea1d13963f558c865b,"Everything you need to know about Way Day 2023, Wayfair's biggest sale of the year",NA,08-10-2024,https://www.cnn.com/cnn-underscored/deals/wayfair-way-day-2023-04-17?iid=CNNUnderscoredHPcontainer,Others
b1cf1a58c1765097dcbb92c64d40a6472c91a49185c8e0e1b9db7a51c4747877,The 10 best Amazon deals to shop this week,NA,08-10-2024,https://www.cnn.com/cnn-underscored/deals/best-amazon-deals-2023-04-12?iid=CNNUnderscoredHPcontainer,Others
e4d304a06fc0297495dc0ccc94ca9b403c79bc87295ea8a5af1358b44d3ac832,Mifepristone saved my life,"The ruling earlier this month by a Texas federal judge to suspend the US Food and Drug Administration's approval of a drug that is used frequently for medication abortions, is very personal for me.",18-04-2023,https://www.cnn.com/2023/04/18/opinions/medication-abortion-mifepristone-miscarriage-jones-ctpr/index.html,Others
9383f841e2fbec0e3bc95e1480e5dffd43b7106f907b35f55931a2f92382d6c8,The 2024 presidential alternative many voters will want,NA,08-10-2024,https://www.cnn.com/2023/04/18/opinions/2024-presidential-election-alternative-voters-lieberman,Others
70a73508b5ae5095d06368b10001993b9afbbb33b9f35f5d075cec4c68135bf1,Why isn't the House Judiciary Committee looking into Thomas?,"On Monday, the GOP-controlled House Judiciary Committee — chaired by Donald Trump ally Rep. Jim Jordan — is set to hold a field hearing in New York City called ""Victims of Violent Crime in Manhattan."" A statement bills the hearing as an examination of how, the Judiciary Committee says, Manhattan District Attorney Alvin Bragg's policies have ""led to an increase in violent crime and a dangerous community for New York City residents.""",17-04-2023,https://www.cnn.com/2023/04/17/opinions/jim-jordan-clarence-thomas-judiciary-committee-obeidallah/index.html,Others
322f41a4b5dbd376a49e3f0c228cbb5b67cb32079164f5dac5b287bc47c67c08,Top secrets come spilling out,"In 1917, British analysts deciphered a coded message the German foreign minister sent to one of his country's diplomats vowing to begin ""unrestricted submarine warfare"" and seeking to win over Mexico with a promise to ""reconquer the lost territory in Texas, New Mexico and Arizona"" if the US entered the world war. When it became public, the Zimmerman Telegram caused a sensation, helping propel the US into the conflict against Germany.",16-04-2023,https://www.cnn.com/2023/04/16/opinions/top-secrets-come-spilling-out-opinion-column-galant/index.html,Others
a61fb91c6c0d0b8a70b9b51ff45277bce1af178ef281b9f9542a2a6f3573112a,How did Sudan go from casting off despotic rule to this?,"Four years ago, almost to the day, the people of Sudan were celebrating a revolution after overthrowing longtime dictator Omar al-Bashir. Now the East African country faces the possibility of a complete collapse similar to the chaos we see today in Yemen or Libya.",17-04-2023,https://www.cnn.com/2023/04/17/opinions/sudan-revolution-to-civil-war-lynch/index.html,Others
6027a8d5048c4512b0d6e616739be3cf2dce0bf5b7e193e8a719461e72a34112,Michelle Yeoh set to return in new 'Star Trek' movie,"Live long and prosper, Michelle Yeoh.",18-04-2023,https://www.cnn.com/2023/04/18/entertainment/michelle-yeoh-star-trek-section-31/index.html,Others
1d9c985391f15f16fdb1e59a937976de086534951637c692a008c4edb3349d8b,Recap: 'Succession' finds dark humor in the aftershocks,"After the shock came the aftershocks, the power vacuum, and perhaps most significantly and impressively, the laughs, as ""Succession"" pivoted to face life after Logan Roy, in an episode that finally put the HBO show's title into full flower.",17-04-2023,https://www.cnn.com/2023/04/16/entertainment/succession-season-4-episode-4-recap/index.html,Others
13bede2f2713aa31d77e64416e7562167c5f9f842667ed1de7bf2617681a2507,"'Yellowjackets' leans hard into '90s music nostalgia, and we're here for it","Of the many dark gifts Showtime's eerie hit series ""Yellowjackets"" serves up for us, the juiciest this season is by far the music.",01-05-2023,https://www.cnn.com/2023/04/14/entertainment/yellowjackets-90s-music/index.html,Others
cb8e5f799187c53719e2b0283ac29085e82e06519fefa796c9c6fbc8449fe489,Jeremy Renner revisits 'the amazing group of people' who helped him recover from his accident,"Jeremy Renner is continuing his recovery after his devastating snowplow accident in January, and recognizing those who've helped him along the way.",16-04-2023,https://www.cnn.com/2023/04/16/entertainment/jeremy-renner-update/index.html,Others
f413073c97000f48b800e79212937ffcb501121dce5f568e47fa1244b25111b7,Review: 'Barry' takes a whack at its farewell season,"""Barry"" has taken chances from the very beginning, which is certainly true of a fourth and final season that picks up where the third left off, with its hitman-turned-wannabe actor getting arrested. That paves the way for an even darker season that accentuates the show's ensemble aspect while leaning a little too heavily on blurring lines with flights of fancy.",14-04-2023,https://www.cnn.com/2023/04/14/entertainment/barry-season-4-review/index.html,Others
ec7fe10708812c5c7be51c756202069164e17fb02fe9ccb2ae60eebb4d47e47a,"Everything to know about Nvidia, from the stock to its AI chips","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/e989a78d92952961ce408539c230caf9.jpg"" /><p><a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/nvidia-history-origin-ai-chip-jensen-huang-1851372906"" rel=""noopener noreferrer"" target=""_blank"">Nvidia</a> has emerged as one of the hottest <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/ai-artificial-intelligence-glossary-vocabulary-terms-1851422473"" rel=""noopener noreferrer"" target=""_blank"">artificial intelligence</a> stocks on the market. The 31-year-old company’s meteoric rise is largely due to <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/ai-stocks-dot-com-bubble-nvidia-google-microsoft-amazon-1851407019"" rel=""noopener noreferrer"" target=""_blank"">the recent AI boom</a>, which revealed the unexpected potential of its core product, the graphics processing units (GPUs), for AI development.<br /></p><p><a href=""https://qz.com/nvidia-stock-ai-chips-market-cap-1851647728"">Read more...</a></p>",08-10-2024,https://qz.com/nvidia-stock-ai-chips-market-cap-1851647728,Others
6ad39b1ceddb121ca95b1f6483cdc4aae0d432f794da7c15447806f38687618a,Why are the world's wealthiest families flocking to family offices?,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/125a249558f2ae52fe8d92e668479a9d.jpg"" /><p>The wealthiest families in the world are increasingly investing their portfolios into risk assets rather than cash, a recent survey of more than 338 family offices revealed.<br /></p><p><a href=""https://qz.com/why-world-wealthiest-families-flocking-family-offices-1851665724"">Read more...</a></p>",08-10-2024,https://qz.com/why-world-wealthiest-families-flocking-family-offices-1851665724,Others
3ffe25ea9a701e2ba74ec00f4db5be936737ffd063e74a9c19ebc7443f910692,The 'mastermind' behind India's biggest jailbreak,"Nearly 20 years ago, 389 men escaped from an Indian jail, led by a man believed to have planned the breakout.",01-10-2024,https://www.bbc.com/news/articles/c1dd9rj3vmyo,Others
7414df2bf6ba2ccadc28878c975b5a8e0d51a970dd04b4fa347dd4dd912dd869,The top 10 mental health apps to try on World Mental Health Day,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/963bf2891df7c3e19106b56cec7c8c98.jpg"" /><p>In honor of World Mental Health Day on October 10 and National Depression and Mental Health Screening Month, we’re highlighting apps aiming to assist the millions of people seeking to improve their mental health. In 2019, an estimated <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://www.who.int/publications/i/item/9789240049338"" rel=""noopener noreferrer"" target=""_blank"">970 million people</a> worldwide were living with a mental disorder, according to the…</p><p><a href=""https://qz.com/calm-finch-world-mental-health-day-apps-1851666018"">Read more...</a></p>",08-10-2024,https://qz.com/calm-finch-world-mental-health-day-apps-1851666018,Others
